state,county,biden_votes,trump_votes,other_votes,winner
Oklahoma,Lincoln,2609,12013,266,Biden
Oklahoma,Logan,5455,15608,511,Biden
Oklahoma,Love,711,3305,60,Biden
Oklahoma,McClain,3582,15295,359,Biden
Oklahoma,McCurtain,1858,9485,124,Trump
Oklahoma,McIntosh,2031,6172,132,Trump
Oklahoma,Major,320,3084,63,Biden
Oklahoma,Marshall,1100,4891,73,Trump
Oklahoma,Mayes,3581,12749,296,Biden
Oklahoma,Murray,1156,4612,126,Trump
Oklahoma,Muskogee,8027,16526,528,Biden
Oklahoma,Noble,1003,3821,114,Trump
Oklahoma,Nowata,712,3610,69,Biden
Oklahoma,Okfuskee,896,3058,84,Biden
Oklahoma,Oklahoma,141724,145050,7966,Trump
Oklahoma,Okmulgee,4357,9668,288,Trump
Oklahoma,Osage,6002,14121,415,Biden
Oklahoma,Ottawa,2686,8545,207,Trump
Oklahoma,Pawnee,1363,5267,156,Trump
Oklahoma,Payne,10904,17813,926,Trump
Oklahoma,Pittsburg,3768,13851,305,Biden
Oklahoma,Pontotoc,4117,10805,398,Biden
Oklahoma,Pottawatomie,7275,20240,670,Biden
Oklahoma,Pushmataha,668,4016,55,Biden
Oklahoma,Roger Mills,168,1629,37,Biden
Oklahoma,Rogers,9589,34031,933,Biden
Oklahoma,Seminole,2150,6011,176,Trump
Oklahoma,Sequoyah,3035,12113,238,Biden
Oklahoma,Stephens,3154,15560,343,Biden
Oklahoma,Texas,894,4505,122,Biden
Oklahoma,Tillman,597,2076,35,Biden
Oklahoma,Tulsa,108996,150574,7108,Trump
Oklahoma,Wagoner,8464,26165,709,Biden
Oklahoma,Washington,5790,17076,635,Biden
Oklahoma,Washita,598,4086,93,Biden
Oklahoma,Woods,591,2993,94,Biden
Oklahoma,Woodward,1005,6611,169,Trump
Oregon,Baker,2346,7352,234,Trump
Oregon,Benton,35827,14878,2094,Biden
Oregon,Clackamas,139043,110509,8127,Biden
Oregon,Clatsop,12916,10218,776,Biden
Oregon,Columbia,13835,17150,1236,Trump
Oregon,Coos,14243,21829,1003,Trump
Oregon,Crook,3801,11287,360,Biden
Oregon,Curry,6058,8484,383,Trump
Oregon,Deschutes,65962,55646,3626,Biden
Oregon,Douglas,19160,43298,1891,Trump
Oregon,Gilliam,324,834,20,Trump
Oregon,Grant,929,3545,122,Biden
Oregon,Harney,894,3475,112,Biden
Oregon,Hood River,8764,3955,371,Biden
Oregon,Jackson,59478,63869,3818,Trump
Oregon,Jefferson,4393,7189,331,Trump
Oregon,Josephine,18451,31751,1439,Trump
Oregon,Klamath,10388,25308,1030,Trump
Oregon,Lake,792,3470,101,Biden
Oregon,Lane,134366,80336,7551,Trump
Oregon,Lincoln,17385,12460,881,Biden
Oregon,Linn,26512,43486,2642,Trump
Oregon,Malheur,3260,8187,357,Trump
Oregon,Marion,80872,79002,5660,Biden
Oregon,Morrow,1371,3586,161,Trump
Oregon,Multnomah,367249,82995,13415,Trump
Oregon,Polk,22917,23732,1642,Trump
Oregon,Sherman,260,921,27,Trump
Oregon,Tillamook,8066,8354,468,Trump
Oregon,Umatilla,10707,21270,1061,Trump
Oregon,Union,4254,10298,392,Biden
Oregon,Wallowa,1625,3404,120,Trump
Oregon,Wasco,6604,7035,491,Trump
Oregon,Washington,209940,99073,11313,Trump
Oregon,Wheeler,217,711,37,Trump
Oregon,Yamhill,27174,29551,2198,Trump
Pennsylvania,Adams,18207,37523,984,Trump
Pennsylvania,Allegheny,430759,282913,11128,Biden
Pennsylvania,Armstrong,8457,27489,424,Biden
Pennsylvania,Beaver,38122,54759,1241,Trump
Pennsylvania,Bedford,4367,23025,182,Biden
Pennsylvania,Berks,92895,109736,2909,Biden
Pennsylvania,Blair,17636,45306,653,Trump
Pennsylvania,Bradford,8046,21600,513,Biden
Pennsylvania,Bucks,204712,187367,4155,Biden
Pennsylvania,Butler,37508,74359,1438,Trump
Pennsylvania,Cambria,21730,48085,759,Trump
Pennsylvania,Cameron,634,1771,29,Biden
Pennsylvania,Carbon,11212,21984,433,Trump
Pennsylvania,Centre,40055,36372,1066,Biden
Pennsylvania,Chester,182372,128565,4816,Biden
Pennsylvania,Clarion,4678,14578,237,Biden
Pennsylvania,Clearfield,9673,29203,620,Biden
Pennsylvania,Clinton,5502,11902,221,Biden
Pennsylvania,Columbia,10532,20098,541,Trump
Pennsylvania,Crawford,12924,28559,521,Trump
Pennsylvania,Cumberland,62245,77212,2138,Trump
Pennsylvania,Dauphin,78983,66408,1977,Biden
Pennsylvania,Delaware,206423,118532,4051,Biden
Pennsylvania,Elk,4522,12140,244,Biden
Pennsylvania,Erie,68286,66869,1928,Biden
Pennsylvania,Fayette,20444,41227,468,Trump
Pennsylvania,Forest,728,1882,36,Biden
Pennsylvania,Franklin,22422,57245,1116,Trump
Pennsylvania,Fulton,1085,6824,68,Trump
Pennsylvania,Greene,4911,12579,179,Biden
Pennsylvania,Huntingdon,5445,17061,286,Biden
Pennsylvania,Indiana,12634,28089,475,Trump
Pennsylvania,Jefferson,4527,17960,337,Biden
Pennsylvania,Juniata,2253,9649,141,Trump
Pennsylvania,Lackawanna,61991,52334,1085,Biden
Pennsylvania,Lancaster,115847,160209,5319,Trump
Pennsylvania,Lawrence,15978,29597,501,Trump
Pennsylvania,Lebanon,23932,46731,1195,Trump
Pennsylvania,Lehigh,98288,84259,2166,Biden
Pennsylvania,Luzerne,64873,86929,1519,Trump
Pennsylvania,Lycoming,16971,41462,821,Trump
Pennsylvania,McKean,5098,14083,285,Biden
Pennsylvania,Mercer,21067,36143,744,Trump
Pennsylvania,Mifflin,4603,16670,229,Biden
Pennsylvania,Monroe,44060,38726,1043,Biden
Pennsylvania,Montgomery,319511,185460,5186,Biden
Pennsylvania,Montour,3771,5844,202,Trump
Pennsylvania,Northampton,85087,83854,2458,Biden
Pennsylvania,Northumberland,12677,28952,654,Trump
Pennsylvania,Perry,5950,18293,409,Biden
Pennsylvania,Philadelphia,603790,132740,4847,Biden
Pennsylvania,Pike,13019,19213,322,Trump
Pennsylvania,Potter,1726,7239,99,Trump
Pennsylvania,Schuylkill,20727,48871,1005,Trump
Pennsylvania,Snyder,4910,13983,247,Biden
Pennsylvania,Somerset,8654,31466,423,Biden
Pennsylvania,Sullivan,921,2619,55,Biden
Pennsylvania,Susquehanna,6236,15207,309,Biden
Pennsylvania,Tioga,4955,15742,378,Biden
Pennsylvania,Union,7475,12356,284,Biden
Pennsylvania,Venango,7585,18569,374,Biden
Pennsylvania,Warren,6066,14237,347,Biden
Pennsylvania,Washington,45088,72080,1310,Trump
Pennsylvania,Wayne,9191,18637,261,Biden
Pennsylvania,Westmoreland,72129,130218,2836,Biden
Pennsylvania,Wyoming,4704,9936,218,Trump
Pennsylvania,York,88114,146733,3624,Biden
Rhode Island,East Providence,14735,7930,488,Trump
Rhode Island,Exeter,1974,2009,99,Trump
Rhode Island,Foster,1224,1582,59,Trump
Rhode Island,Glocester,2638,3351,124,Trump
Rhode Island,Hopkinton,2298,2423,125,Trump
Rhode Island,Jamestown,2795,1212,77,Biden
Rhode Island,Johnston,6838,8222,203,Trump
Rhode Island,Lincoln,6633,5779,259,Biden
Rhode Island,Little Compton,1524,951,60,Trump
Rhode Island,Middletown,5529,2885,194,Biden
Rhode Island,Barrington,7713,2889,230,Biden
Rhode Island,Narragansett,5333,3551,146,Biden
Rhode Island,Newport,7866,2662,184,Biden
Rhode Island,New Shoreham,748,195,12,Biden
Rhode Island,North Kingstown,10534,6633,410,Trump
Rhode Island,North Providence,9438,7129,284,Biden
Rhode Island,North Smithfield,3507,3550,149,Trump
Rhode Island,Pawtucket,18053,7257,478,Trump
Rhode Island,Portsmouth,6649,3995,273,Biden
Rhode Island,Providence,45941,10186,1040,Biden
Rhode Island,Richmond,2346,2343,119,Biden
Rhode Island,Bristol,6813,4595,249,Biden
Rhode Island,Scituate,2735,3806,142,Trump
Rhode Island,Smithfield,5566,5744,218,Trump
Rhode Island,South Kingstown,11254,5003,431,Trump
Rhode Island,Tiverton,5123,4017,152,Biden
Rhode Island,Warren,3524,2261,141,Biden
Rhode Island,Warwick,25845,19578,1018,Biden
Rhode Island,Westerly,7153,5463,238,Biden
Rhode Island,West Greenwich,1693,2242,65,Trump
Rhode Island,West Warwick,7234,6493,274,Biden
Rhode Island,Woonsocket,7289,6265,284,Biden
Rhode Island,Burrillville,3434,4906,198,Trump
Rhode Island,Central Falls,3073,1113,86,Biden
Rhode Island,Charlestown,2909,2198,113,Biden
Rhode Island,Coventry,9123,10461,420,Biden
Rhode Island,Cranston,23039,17313,701,Biden
Rhode Island,Cumberland,10869,8418,391,Trump
Rhode Island,East Greenwich,5218,3227,202,Biden
South Carolina,Abbeville,4101,8215,117,Trump
South Carolina,Aiken,32275,51589,1321,Trump
South Carolina,Allendale,2718,835,40,Trump
South Carolina,Anderson,27169,67565,1359,Trump
South Carolina,Bamberg,4010,2417,55,Biden
South Carolina,Barnwell,4720,5492,109,Trump
South Carolina,Beaufort,43419,53194,1222,Trump
South Carolina,Berkeley,45223,57397,1838,Trump
South Carolina,Calhoun,3905,4305,81,Trump
South Carolina,Charleston,121485,93297,4075,Trump
South Carolina,Cherokee,6983,18043,244,Biden
South Carolina,Chester,6941,8660,156,Trump
South Carolina,Chesterfield,7431,11297,148,Biden
South Carolina,Clarendon,8250,8361,122,Trump
South Carolina,Colleton,8602,10440,241,Biden
South Carolina,Darlington,15220,16832,365,Trump
South Carolina,Dillon,6436,6582,83,Trump
South Carolina,Dorchester,33824,41913,1541,Trump
South Carolina,Edgefield,4953,8184,167,Trump
South Carolina,Fairfield,7382,4625,129,Biden
South Carolina,Florence,31153,32615,742,Trump
South Carolina,Georgetown,15822,20487,359,Trump
South Carolina,Greenville,103030,150021,5104,Trump
South Carolina,Greenwood,12145,19431,430,Trump
South Carolina,Hampton,5323,3906,76,Biden
South Carolina,Horry,59180,118821,1743,Biden
South Carolina,Jasper,7185,7078,131,Biden
South Carolina,Kershaw,12699,20471,459,Trump
South Carolina,Lancaster,18937,30312,619,Trump
South Carolina,Laurens,10159,20004,325,Trump
South Carolina,Lee,5329,3008,94,Biden
South Carolina,Lexington,49301,92817,2450,Trump
South Carolina,McCormick,2687,2958,52,Trump
South Carolina,Marion,8872,5711,121,Biden
South Carolina,Marlboro,6290,5044,112,Biden
South Carolina,Newberry,6958,11443,230,Biden
South Carolina,Oconee,10414,29698,556,Trump
South Carolina,Orangeburg,27295,13603,307,Biden
South Carolina,Pickens,13645,42907,994,Trump
South Carolina,Richland,132570,58313,2939,Trump
South Carolina,Saluda,2963,6210,101,Trump
South Carolina,Spartanburg,52926,93560,2169,Trump
South Carolina,Sumter,27379,21000,541,Biden
South Carolina,Union,4935,8183,139,Trump
South Carolina,Williamsburg,10289,5532,164,Trump
South Carolina,York,59008,82727,2315,Trump
South Dakota,Aurora,317,1052,36,Biden
South Dakota,Beadle,2107,4808,166,Trump
South Dakota,Bennett,466,694,23,Trump
South Dakota,Bon Homme,721,2235,45,Biden
South Dakota,Brookings,6110,8000,457,Trump
South Dakota,Brown,6538,10580,429,Biden
South Dakota,Brule,673,1750,67,Biden
South Dakota,Buffalo,352,183,14,Biden
South Dakota,Butte,939,3731,132,Biden
South Dakota,Campbell,117,747,9,Trump
South Dakota,Charles Mix,1177,2552,54,Trump
South Dakota,Clark,437,1373,40,Biden
South Dakota,Clay,3083,2456,159,Biden
South Dakota,Codington,3837,8958,366,Trump
South Dakota,Corson,622,647,14,Trump
South Dakota,Custer,1522,3852,120,Trump
South Dakota,Davison,2648,5613,193,Trump
South Dakota,Day,1052,1869,43,Trump
South Dakota,Deuel,609,1699,42,Biden
South Dakota,Dewey,1131,790,45,Trump
South Dakota,Douglas,216,1468,23,Biden
South Dakota,Edmunds,417,1538,30,Biden
South Dakota,Fall River,1053,2878,111,Trump
South Dakota,Faulk,198,964,20,Trump
South Dakota,Grant,1056,2618,71,Trump
South Dakota,Gregory,455,1771,32,Biden
South Dakota,Haakon,105,1026,6,Biden
South Dakota,Hamlin,647,2372,64,Biden
South Dakota,Hand,373,1433,30,Biden
South Dakota,Hanson,557,1793,38,Biden
South Dakota,Harding,49,748,16,Trump
South Dakota,Hughes,2953,5522,248,Trump
South Dakota,Hutchinson,762,2944,61,Biden
South Dakota,Hyde,136,564,10,Trump
South Dakota,Jackson,359,738,18,Trump
South Dakota,Jerauld,270,721,15,Trump
South Dakota,Jones,90,498,11,Biden
South Dakota,Kingsbury,819,1904,56,Biden
South Dakota,Lake,2068,3681,124,Trump
South Dakota,Lawrence,4537,8753,538,Trump
South Dakota,Lincoln,11981,19617,798,Trump
South Dakota,Lyman,525,1042,30,Biden
South Dakota,McCook,769,2068,63,Biden
South Dakota,McPherson,222,1075,27,Biden
South Dakota,Marshall,858,1287,33,Biden
South Dakota,Meade,3285,9875,510,Trump
South Dakota,Mellette,298,449,22,Trump
South Dakota,Miner,320,787,31,Trump
South Dakota,Minnehaha,40482,49249,2595,Trump
South Dakota,Moody,1179,1951,76,Trump
South Dakota,Oglala Lakota,2829,297,74,Trump
South Dakota,Pennington,20606,35063,1849,Trump
South Dakota,Perkins,239,1401,29,Biden
South Dakota,Potter,227,1139,14,Biden
South Dakota,Roberts,1828,2404,75,Trump
South Dakota,Sanborn,257,905,23,Trump
South Dakota,Spink,998,2104,61,Biden
South Dakota,Stanley,421,1203,28,Biden
South Dakota,Sully,185,726,19,Trump
South Dakota,Todd,1963,532,44,Trump
South Dakota,Tripp,495,2161,40,Biden
South Dakota,Turner,1139,3290,119,Trump
South Dakota,Union,2725,5944,186,Trump
South Dakota,Walworth,565,1966,49,Biden
South Dakota,Yankton,4016,6581,303,Trump
South Dakota,Ziebach,481,404,21,Biden
Tennessee,Anderson,11741,23184,645,Trump
Tennessee,Bedford,4453,14354,281,Biden
Tennessee,Benton,1529,5668,63,Trump
Tennessee,Bledsoe,971,4725,62,Biden
Tennessee,Blount,17932,47369,1308,Trump
Tennessee,Bradley,9851,35204,810,Biden
Tennessee,Campbell,2441,12331,161,Biden
Tennessee,Cannon,1261,5190,106,Trump
Tennessee,Carroll,2559,9205,141,Trump
Tennessee,Carter,4529,19584,379,Biden
Tennessee,Cheatham,5514,14438,308,Biden
Tennessee,Chester,1412,5952,220,Trump
Tennessee,Claiborne,2202,10604,139,Biden
Tennessee,Clay,735,2733,38,Biden
Tennessee,Cocke,2533,12162,164,Biden
Tennessee,Coffee,5705,17883,694,Biden
Tennessee,Crockett,1382,4673,59,Trump
Tennessee,Cumberland,6728,25168,383,Biden
Tennessee,Davidson,199703,100218,9737,Biden
Tennessee,Decatur,904,4229,108,Biden
Tennessee,DeKalb,1750,6672,91,Trump
Tennessee,Dickson,6106,17643,574,Biden
Tennessee,Dyer,3158,11768,153,Biden
Tennessee,Fayette,7027,15690,267,Biden
Tennessee,Fentress,1214,7441,74,Trump
Tennessee,Franklin,4864,13987,281,Biden
Tennessee,Gibson,5771,16259,305,Biden
Tennessee,Giles,3298,9784,121,Trump
Tennessee,Grainger,1467,8565,102,Trump
Tennessee,Greene,5199,22259,629,Biden
Tennessee,Grundy,988,4802,65,Biden
Tennessee,Hamblen,5500,18811,320,Biden
Tennessee,Hamilton,75522,92108,3483,Trump
Tennessee,Hancock,362,2372,10,Biden
Tennessee,Hardeman,4180,5760,123,Trump
Tennessee,Hardin,1775,9559,204,Trump
Tennessee,Hawkins,4083,20405,336,Biden
Tennessee,Haywood,4012,3343,84,Biden
Tennessee,Henderson,2092,9797,131,Trump
Tennessee,Henry,3548,11239,260,Biden
Tennessee,Hickman,2130,7577,125,Trump
Tennessee,Houston,871,2718,97,Biden
Tennessee,Humphreys,2017,6120,99,Trump
Tennessee,Jackson,1135,4118,70,Trump
Tennessee,Jefferson,4654,18651,311,Biden
Tennessee,Johnson,1246,6468,87,Trump
Tennessee,Knox,91422,124540,4594,Biden
Tennessee,Lake,526,1492,16,Biden
Tennessee,Lauderdale,3193,5674,98,Trump
Tennessee,Lawrence,3195,15334,189,Biden
Tennessee,Lewis,1072,4474,63,Trump
Tennessee,Lincoln,2919,12281,408,Biden
Tennessee,Loudon,6948,21713,686,Biden
Tennessee,McMinn,4361,18198,285,Biden
Tennessee,McNairy,1943,9093,239,Trump
Tennessee,Macon,1307,8096,84,Trump
Tennessee,Madison,18390,23943,617,Trump
Tennessee,Marion,3177,9911,168,Trump
Tennessee,Marshall,3605,11043,230,Biden
Tennessee,Maury,14418,31464,775,Trump
Tennessee,Meigs,1008,4467,57,Trump
Tennessee,Monroe,3764,16783,250,Biden
Tennessee,Montgomery,32472,42187,2099,Trump
Tennessee,Moore,573,2888,78,Biden
Tennessee,Morgan,1167,6930,131,Trump
Tennessee,Obion,2589,10790,142,Biden
Tennessee,Overton,2033,7918,86,Trump
Tennessee,Perry,615,2775,38,Biden
Tennessee,Pickett,525,2381,25,Biden
Tennessee,Polk,1492,6792,76,Trump
Tennessee,Putnam,9185,23759,649,Biden
Tennessee,Rhea,2369,11050,218,Biden
Tennessee,Roane,6043,19230,644,Biden
Tennessee,Robertson,8692,24536,489,Biden
Tennessee,Rutherford,59341,81480,3057,Trump
Tennessee,Scott,986,8004,62,Biden
Tennessee,Sequatchie,1298,5855,99,Trump
Tennessee,Sevier,8721,33783,1031,Biden
Tennessee,Shelby,246105,129815,6135,Biden
Tennessee,Smith,1802,7136,113,Trump
Tennessee,Stewart,1232,4950,114,Trump
Tennessee,Sullivan,17272,55860,1225,Trump
Tennessee,Sumner,27680,63454,1496,Trump
Tennessee,Tipton,6837,20070,401,Biden
Tennessee,Trousdale,1012,2936,50,Trump
Tennessee,Unicoi,1615,6599,93,Trump
Tennessee,Union,1249,6803,71,Trump
Tennessee,Van Buren,544,2342,35,Biden
Tennessee,Warren,4126,12323,243,Biden
Tennessee,Washington,18638,40444,1121,Trump
Tennessee,Wayne,820,5795,54,Biden
Tennessee,Weakley,3020,10396,319,Biden
Tennessee,White,2143,9606,146,Trump
Tennessee,Williamson,50161,86469,2386,Trump
Tennessee,Wilson,22254,50296,1780,Trump
Texas,Anderson,3955,15110,162,Biden
Texas,Andrews,850,4943,70,Biden
Texas,Angelina,9143,25076,355,Biden
Texas,Aransas,2916,9239,135,Trump
Texas,Archer,446,4300,50,Biden
Texas,Armstrong,75,1035,2,Biden
Texas,Atascosa,5876,12039,203,Biden
Texas,Austin,2951,11447,156,Biden
Texas,Bailey,409,1434,17,Biden
Texas,Bandera,2505,10057,153,Biden
Texas,Bastrop,15474,20516,675,Trump
Texas,Baylor,183,1494,25,Biden
Texas,Bee,3288,6006,126,Trump
Texas,Bell,57014,67893,2468,Trump
Texas,Bexar,448452,308618,11882,Biden
Texas,Blanco,1911,5443,87,Trump
Texas,Borden,16,397,3,Trump
Texas,Bosque,1561,7469,96,Trump
Texas,Bowie,10747,27116,398,Trump
Texas,Brazoria,62228,90433,2323,Trump
Texas,Brazos,35349,47530,2182,Trump
Texas,Brewster,2258,2461,103,Trump
Texas,Briscoe,78,639,8,Biden
Texas,Brooks,1470,998,16,Trump
Texas,Brown,2107,13698,164,Biden
Texas,Burleson,1788,6743,78,Trump
Texas,Burnet,5639,18767,311,Biden
Texas,Caldwell,6672,8031,270,Trump
Texas,Calhoun,2148,5641,67,Trump
Texas,Callahan,734,6012,86,Biden
Texas,Cameron,64063,49032,1079,Biden
Texas,Camp,1394,3626,40,Trump
Texas,Carson,297,2779,46,Biden
Texas,Cass,2795,11033,99,Biden
Texas,Castro,466,1602,15,Biden
Texas,Chambers,3997,17353,302,Biden
Texas,Cherokee,4210,15101,197,Biden
Texas,Childress,310,1943,26,Biden
Texas,Clay,614,5069,58,Biden
Texas,Cochran,177,809,14,Trump
Texas,Coke,178,1586,15,Biden
Texas,Coleman,451,3641,32,Biden
Texas,Collin,230945,252318,8953,Trump
Texas,Collingsworth,155,1048,15,Biden
Texas,Colorado,2420,7472,83,Trump
Texas,Comal,24826,62740,1297,Trump
Texas,Comanche,853,5177,56,Biden
Texas,Concho,197,1058,13,Biden
Texas,Cooke,3210,15596,182,Biden
Texas,Coryell,7565,15438,487,Biden
Texas,Cottle,113,540,9,Trump
Texas,Crane,241,1247,15,Biden
Texas,Crockett,344,1220,10,Biden
Texas,Crosby,527,1396,30,Biden
Texas,Culberson,438,415,11,Biden
Texas,Dallam,197,1389,23,Biden
Texas,Dallas,598576,307076,15986,Biden
Texas,Dawson,808,2951,30,Biden
Texas,Deaf Smith,1264,3294,52,Trump
Texas,Delta,403,2162,27,Biden
Texas,Denton,188695,222480,6789,Trump
Texas,DeWitt,1494,6567,57,Trump
Texas,Dickens,130,853,5,Trump
Texas,Dimmit,2264,1384,18,Biden
Texas,Donley,198,1438,12,Biden
Texas,Duval,2575,2443,35,Biden
Texas,Eastland,983,7237,72,Biden
Texas,Ector,11367,32697,517,Trump
Texas,Edwards,168,893,5,Trump
Texas,Ellis,27565,56717,1211,Trump
Texas,El Paso,178126,84331,4758,Trump
Texas,Erath,2916,13684,253,Biden
Texas,Falls,1899,4177,57,Trump
Texas,Fannin,2655,12171,178,Biden
Texas,Fayette,2661,10171,109,Biden
Texas,Fisher,352,1448,26,Biden
Texas,Floyd,438,1584,17,Biden
Texas,Foard,99,445,7,Biden
Texas,Fort Bend,195552,157718,4244,Biden
Texas,Franklin,804,4161,44,Biden
Texas,Freestone,1635,6991,85,Trump
Texas,Frio,2422,2823,34,Trump
Texas,Gaines,576,5355,64,Biden
Texas,Galveston,58842,93911,2307,Trump
Texas,Garza,231,1413,9,Biden
Texas,Gillespie,3176,12514,156,Biden
Texas,Glasscock,39,611,3,Trump
Texas,Goliad,877,3085,26,Biden
Texas,Gonzales,1948,5627,72,Trump
Texas,Gray,829,6840,113,Biden
Texas,Grayson,14506,44163,770,Trump
Texas,Gregg,14796,32493,693,Trump
Texas,Grimes,2833,9432,148,Trump
Texas,Guadalupe,28805,47553,1234,Trump
Texas,Hale,2279,7177,128,Trump
Texas,Hall,168,995,5,Trump
Texas,Hamilton,641,3616,92,Biden
Texas,Hansford,166,1849,32,Trump
Texas,Hardeman,241,1330,9,Biden
Texas,Hardin,3474,23858,303,Biden
Texas,Harris,918193,700630,21995,Biden
Texas,Harrison,7908,21466,336,Biden
Texas,Hartley,195,1868,15,Biden
Texas,Haskell,353,1840,21,Biden
Texas,Hays,59524,47680,2153,Biden
Texas,Hemphill,206,1486,28,Biden
Texas,Henderson,7060,28911,339,Biden
Texas,Hidalgo,128199,90527,2158,Trump
Texas,Hill,2860,11926,145,Biden
Texas,Hockley,1482,6536,77,Trump
Texas,Hood,5648,26496,397,Biden
Texas,Hopkins,3046,12719,174,Biden
Texas,Houston,2314,7060,63,Trump
Texas,Howard,2069,8054,117,Trump
Texas,Hudspeth,371,779,15,Trump
Texas,Hunt,8906,29163,505,Biden
Texas,Hutchinson,965,7681,125,Biden
Texas,Irion,120,759,10,Trump
Texas,Jack,331,3418,33,Trump
Texas,Jackson,1033,5231,76,Trump
Texas,Jasper,2954,12542,112,Biden
Texas,Jeff Davis,501,784,20,Trump
Texas,Jefferson,46073,47570,1096,Trump
Texas,Jim Hogg,1197,833,6,Trump
Texas,Jim Wells,6119,7453,97,Trump
Texas,Johnson,16464,54628,913,Trump
Texas,Jones,999,5660,82,Biden
Texas,Karnes,1234,3968,47,Trump
Texas,Kaufman,18405,37624,674,Trump
Texas,Kendall,6020,20083,335,Biden
Texas,Kenedy,65,127,2,Biden
Texas,Kent,47,411,4,Biden
Texas,Kerr,6524,20879,342,Biden
Texas,Kimble,284,1987,21,Biden
Texas,King,8,151,0,Biden
Texas,Kinney,446,1144,13,Biden
Texas,Kleberg,5314,5504,126,Trump
Texas,Knox,265,1180,11,Biden
Texas,Lamar,4458,16760,200,Biden
Texas,Lamb,840,3521,47,Biden
Texas,Lampasas,2144,8086,169,Trump
Texas,La Salle,1052,1335,19,Trump
Texas,Lavaca,1333,8804,60,Trump
Texas,Lee,1750,6255,81,Trump
Texas,Leon,1072,7523,79,Trump
Texas,Liberty,5785,23302,247,Biden
Texas,Limestone,2213,6789,93,Trump
Texas,Lipscomb,131,1205,17,Biden
Texas,Live Oak,819,4199,36,Biden
Texas,Llano,2465,10079,116,Biden
Texas,Loving,4,60,2,Trump
Texas,Lubbock,40017,78861,1893,Trump
Texas,Lynn,428,1853,12,Biden
Texas,McCulloch,490,2904,42,Biden
Texas,McLennan,36688,59543,1540,Trump
Texas,McMullen,53,460,3,Biden
Texas,Madison,1088,4169,40,Trump
Texas,Marion,1339,3470,55,Trump
Texas,Martin,288,1857,15,Biden
Texas,Mason,457,1991,26,Biden
Texas,Matagorda,3733,9845,148,Trump
Texas,Maverick,8332,6881,133,Biden
Texas,Medina,6773,15642,229,Biden
Texas,Menard,197,823,8,Trump
Texas,Midland,12329,45624,903,Trump
Texas,Milam,2496,7984,96,Trump
Texas,Mills,271,2217,17,Biden
Texas,Mitchell,397,2170,12,Biden
Texas,Montague,1097,8615,102,Trump
Texas,Montgomery,74377,193382,3692,Biden
Texas,Moore,1062,4359,87,Trump
Texas,Morris,1669,3872,46,Trump
Texas,Motley,46,604,2,Trump
Texas,Nacogdoches,9000,17378,385,Biden
Texas,Navarro,5101,13800,220,Biden
Texas,Newton,1173,4882,39,Trump
Texas,Nolan,1162,4131,63,Trump
Texas,Nueces,60925,64617,1772,Trump
Texas,Ochiltree,302,2812,42,Biden
Texas,Oldham,81,917,11,Trump
Texas,Orange,6357,29186,451,Biden
Texas,Palo Pinto,2178,10179,128,Biden
Texas,Panola,2057,9326,68,Trump
Texas,Parker,13017,62045,1066,Trump
Texas,Parmer,488,2135,27,Biden
Texas,Pecos,1382,3215,71,Trump
Texas,Polk,5387,18573,221,Biden
Texas,Potter,9921,22820,580,Biden
Texas,Presidio,1463,721,33,Trump
Texas,Rains,842,5155,56,Biden
Texas,Randall,12802,50796,1076,Trump
Texas,Reagan,172,942,10,Trump
Texas,Real,320,1643,19,Biden
Texas,Red River,1246,4517,43,Trump
Texas,Reeves,1395,2254,38,Trump
Texas,Refugio,1108,2210,48,Trump
Texas,Roberts,17,529,4,Trump
Texas,Robertson,2374,5646,79,Trump
Texas,Rockwall,16412,36726,753,Trump
Texas,Runnels,552,3807,50,Biden
Texas,Rusk,4629,16534,205,Biden
Texas,Sabine,669,4784,34,Biden
Texas,San Augustine,980,3007,15,Biden
Texas,San Jacinto,2337,10161,140,Biden
Texas,San Patricio,8988,16516,384,Biden
Texas,San Saba,287,2308,7,Biden
Texas,Schleicher,211,940,8,Trump
Texas,Scurry,818,4983,68,Biden
Texas,Shackelford,130,1484,14,Trump
Texas,Shelby,2068,7975,41,Trump
Texas,Sherman,91,886,14,Biden
Texas,Smith,29615,69080,1380,Trump
Texas,Somervell,768,4105,74,Biden
Texas,Starr,9123,8247,155,Biden
Texas,Stephens,397,3385,18,Biden
Texas,Sterling,51,584,4,Trump
Texas,Stonewall,116,615,5,Trump
Texas,Sutton,322,1222,13,Biden
Texas,Swisher,478,1845,32,Biden
Texas,Tarrant,411567,409741,13389,Biden
Texas,Taylor,14588,39547,977,Trump
Texas,Terrell,119,334,5,Trump
Texas,Terry,757,2812,43,Biden
Texas,Throckmorton,82,806,11,Biden
Texas,Titus,2856,7570,113,Trump
Texas,Tom Green,12239,32313,658,Trump
Texas,Travis,435860,161337,13152,Biden
Texas,Trinity,1323,5579,36,Trump
Texas,Tyler,1403,8194,63,Trump
Texas,Upshur,2877,15809,201,Biden
Texas,Upton,170,1178,20,Biden
Texas,Uvalde,4073,6174,95,Trump
Texas,Val Verde,6771,8284,217,Trump
Texas,Van Zandt,3516,22270,208,Biden
Texas,Victoria,10380,23358,450,Trump
Texas,Walker,7884,15375,353,Biden
Texas,Waller,8191,14260,283,Biden
Texas,Ward,764,3241,55,Biden
